date,bdry,sblk,gogl,bdry_ma30
2024-10-22,7.929999828338623,18.240562438964844,,9.842000007629395
2024-10-23,8.0600004196167,17.590097427368164,,9.75233335494995
2024-10-24,7.929999828338623,17.626739501953125,,9.662666686375935
2024-10-25,7.809999942779541,17.727519989013672,,9.580666669209798
2024-10-28,7.53000020980835,17.434350967407227,,9.48600001335144
2024-10-29,7.869999885559082,17.74584197998047,,9.40333333015442
2024-10-30,7.480000019073486,17.562612533569336,,9.296666653951009
2024-10-31,7.480000019073486,17.50764274597168,,9.193666664759318
2024-11-01,7.46999979019165,17.443510055541992,,9.096000003814698
2024-11-04,7.78000020980835,17.452672958374023,,9.00133334795634
2024-11-05,7.849999904632568,17.96571922302246,,8.905000019073487
2024-11-06,7.650000095367432,17.92906951904297,,8.805000034968058
2024-11-07,7.889999866485596,18.48792266845703,,8.710666688283284
2024-11-08,8.149999618530273,18.414630889892578,,8.634000015258788
2024-11-11,8.460000038146973,18.62534523010254,,8.55800002415975
2024-11-12,8.300000190734863,18.231399536132812,,8.4950000445048
2024-11-13,8.489999771118164,18.39630889892578,,8.442000039418538
2024-11-14,8.449999809265137,18.49708366394043,,8.37866668701172
2024-11-15,8.5,18.588701248168945,,8.320000012715658
2024-11-18,7.989999771118164,18.726123809814453,,8.245666662851969
2024-11-19,7.800000190734863,18.35050392150879,,8.17933333714803
2024-11-20,7.664000034332275,17.37938117980957,,8.123800007502238
2024-11-21,7.5,17.14118003845215,,8.055800008773804
2024-11-22,7.230000019073486,17.067890167236328,,7.983133347829183
2024-11-25,7.451000213623047,17.086210250854492,,7.93016668955485
2024-11-26,7.409999847412109,16.518198013305664,,7.893166669209799
2024-11-27,6.800000190734863,16.078447341918945,,7.849833329518636
2024-11-29,6.650000095367432,15.867733001708984,,7.790833330154419
2024-12-02,6.349999904632568,15.611211776733398,,7.728499984741211
2024-12-03,6.349999904632568,15.776118278503418,,7.675833320617675
2024-12-04,6.440000057220459,15.44630241394043,,7.626166661580403
2024-12-05,6.619999885559082,15.655292510986328,,7.578166643778483
2024-12-06,6.489999771118164,15.180314064025879,,7.530166641871134
2024-12-09,6.199999809265137,15.48430061340332,,7.476499970753988
2024-12-10,6.019999980926514,15.275311470031738,,7.426166629791259
2024-12-11,5.710000038146973,14.73383617401123,,7.354166634877523
2024-12-12,5.900000095367432,14.676836967468262,,7.301499970753988
2024-12-13,6.099999904632568,14.391850471496582,,7.255499966939291
2024-12-16,6.070000171661377,14.249356269836426,,7.208833312988281
2024-12-17,5.849999904632568,14.19235897064209,,7.144499969482422
2024-12-18,6.059999942779541,14.220857620239258,,7.084833304087321
2024-12-19,6.010000228881836,13.983368873596191,,7.030166641871134
2024-12-20,6.21999979019165,14.059366226196289,,6.974499972661336
2024-12-23,6.25,14.486845970153809,,6.9111666520436605
2024-12-24,6.130000114440918,14.36335277557373,,6.833499987920125
2024-12-26,6.065000057220459,14.268356323242188,,6.7589999834696455
2024-12-27,6.099999904632568,14.106863021850586,,6.679333321253458
2024-12-30,5.920000076293945,13.96436882019043,,6.594999996821086
2024-12-31,6.079999923706055,14.201858520507812,,6.514333327611287
2025-01-02,6.25,14.724335670471191,,6.456333335240682
2025-01-03,6.260000228881836,14.45834732055664,,6.405000003178914
2025-01-06,5.820000171661377,13.945371627807617,,6.343533341089884
2025-01-07,5.630000114440918,14.078364372253418,,6.281200011571248
2025-01-08,5.550000190734863,14.116361618041992,,6.225200017293294
2025-01-10,6.699999809265137,14.486845970153809,,6.200166670481364
2025-01-13,5.840000152587891,14.420350074768066,,6.147833347320557
