date,housing_starts,building_permits,new_home_sales,median_home_price,case_shiller,mortgage_rate_30yr,mortgage_rate_15yr,existing_home_sales,case_shiller_yoy,year,month
2024-10-01,1352.0,1428.0,621.0,419300.0,324.029,,,,-0.49196790231887944,2024,10
2024-10-03,,,,,,6.12,5.25,,-0.49196790231887944,2024,10
2024-10-10,,,,,,6.32,5.41,,-0.3220785293285289,2024,10
2024-10-17,,,,,,6.44,5.63,,-0.3220785293285289,2024,10
2024-10-24,,,,,,6.54,5.71,,-0.3220785293285289,2024,10
2024-10-31,,,,,,6.72,5.99,,-0.3220785293285289,2024,10
2024-11-01,1295.0,1508.0,675.0,,323.745,,,,-0.40944271493436046,2024,11
2024-11-07,,,,,,6.79,6.0,,-0.2971882602937903,2024,11
2024-11-14,,,,,,6.78,5.99,,-0.2971882602937903,2024,11
2024-11-21,,,,,,6.84,6.02,,-0.2971882602937903,2024,11
2024-11-27,,,,,,6.81,6.1,,-0.2971882602937903,2024,11
2024-12-01,1514.0,1480.0,718.0,,323.347,,,4290000.0,-0.4197591697206682,2024,12
2024-12-05,,,,,,6.69,5.96,,-0.21047498834981804,2024,12
2024-12-12,,,,,,6.6,5.84,,-0.21047498834981804,2024,12
2024-12-19,,,,,,6.72,5.92,,-0.21047498834981804,2024,12
2024-12-26,,,,,,6.85,6.0,,-0.21047498834981804,2024,12
2025-01-01,1358.0,1460.0,662.0,423100.0,323.674,,,4090000.0,-0.1095580951087749,2025,1
2025-01-02,,,,,,6.91,6.13,,-0.1095580951087749,2025,1
2025-01-09,,,,,,6.93,6.14,,-0.02193084063074613,2025,1
2025-01-16,,,,,,7.04,6.27,,-0.02193084063074613,2025,1
2025-01-23,,,,,,6.96,6.16,,-0.02193084063074613,2025,1
2025-01-30,,,,,,6.95,6.12,,-0.02193084063074613,2025,1
2025-02-01,1490.0,1454.0,642.0,,325.127,,,4270000.0,0.426879179601225,2025,2
2025-02-06,,,,,,6.89,6.05,,0.5504921956906994,2025,2
2025-02-13,,,,,,6.87,6.09,,0.5504921956906994,2025,2
2025-02-20,,,,,,6.85,6.04,,0.5504921956906994,2025,2
2025-02-27,,,,,,6.76,5.94,,0.5504921956906994,2025,2
2025-03-01,1355.0,1481.0,660.0,,327.747,,,4020000.0,1.3607672253028502,2025,3
2025-03-06,,,,,,6.63,5.79,,1.2583648980146744,2025,3
2025-03-13,,,,,,6.65,5.8,,1.2583648980146744,2025,3
2025-03-20,,,,,,6.67,5.83,,1.2583648980146744,2025,3
2025-03-27,,,,,,6.65,5.89,,1.2583648980146744,2025,3
2025-04-01,1398.0,1422.0,706.0,410800.0,329.915,,,4000000.0,1.9281746448587267,2025,4
2025-04-03,,,,,,6.64,5.82,,1.9281746448587267,2025,4
2025-04-10,,,,,,6.62,5.82,,1.4726553008516774,2025,4
2025-04-17,,,,,,6.83,6.03,,1.4726553008516774,2025,4
2025-04-24,,,,,,6.81,5.94,,1.4726553008516774,2025,4
2025-05-01,1282.0,1394.0,627.0,,331.439,6.76,5.92,4040000.0,1.941395208641561,2025,5
2025-05-08,,,,,,6.76,5.89,,1.941395208641561,2025,5
2025-05-15,,,,,,6.81,5.92,,1.126478655792429,2025,5
2025-05-22,,,,,,6.86,6.01,,1.126478655792429,2025,5
2025-05-29,,,,,,6.89,6.03,,1.126478655792429,2025,5
2025-06-01,1382.0,1393.0,662.0,,331.627,,,3930000.0,1.1838399741263883,2025,6
2025-06-05,,,,,,6.85,5.99,,1.1838399741263883,2025,6
2025-06-12,,,,,,6.84,5.97,,0.5189215403967662,2025,6
2025-06-18,,,,,,6.81,5.96,,0.5189215403967662,2025,6
2025-06-26,,,,,,6.77,5.89,,0.5189215403967662,2025,6
2025-07-01,1420.0,1362.0,639.0,,330.986,,,4010000.0,0.32462907112436046,2025,7
2025-07-03,,,,,,6.67,5.8,,0.32462907112436046,2025,7
2025-07-10,,,,,,6.72,5.86,,-0.13667673387863788,2025,7
2025-07-17,,,,,,6.75,5.92,,-0.13667673387863788,2025,7
2025-07-24,,,,,,6.74,5.87,,-0.13667673387863788,2025,7
2025-07-31,,,,,,6.72,5.85,,-0.13667673387863788,2025,7
2025-08-01,1291.0,1330.0,711.0,,329.885,,,4000000.0,-0.4688645572790251,2025,8
2025-08-07,,,,,,6.63,5.75,,-0.5252889541563333,2025,8
2025-08-14,,,,,,6.58,5.71,,-0.5252889541563333,2025,8
2025-08-21,,,,,,6.58,5.69,,-0.5252889541563333,2025,8
2025-08-28,,,,,,6.56,5.69,,-0.5252889541563333,2025,8
2025-09-01,1306.0,1415.0,738.0,,328.978,,,4050000.0,-0.7987890008955834,2025,9
2025-09-04,,,,,,6.5,5.6,,-0.6066721855304991,2025,9
2025-09-11,,,,,,6.35,5.5,,-0.6066721855304991,2025,9
2025-09-18,,,,,,6.26,5.41,,-0.6066721855304991,2025,9
2025-09-25,,,,,,6.3,5.49,,-0.6066721855304991,2025,9
2025-10-01,1246.0,1412.0,737.0,,328.442,,,4110000.0,-0.7686125697159318,2025,10
2025-10-02,,,,,,6.34,5.55,,-0.7686125697159318,2025,10
2025-10-09,,,,,,6.3,5.53,,-0.43742516331448655,2025,10
2025-10-16,,,,,,6.27,5.52,,-0.43742516331448655,2025,10
2025-10-23,,,,,,6.19,5.44,,-0.43742516331448655,2025,10
2025-10-30,,,,,,6.17,5.41,,-0.43742516331448655,2025,10
2025-11-01,,,,,,,,4140000.0,-0.43742516331448655,2025,11
2025-11-06,,,,,,6.22,5.5,,-0.16292882806753228,2025,11
2025-11-13,,,,,,6.24,5.49,,-0.16292882806753228,2025,11
2025-11-20,,,,,,6.26,5.54,,-0.16292882806753228,2025,11
2025-11-26,,,,,,6.23,5.51,,-0.16292882806753228,2025,11
2025-12-01,,,,,,,,4350000.0,-0.16292882806753228,2025,12
2025-12-04,,,,,,6.19,5.44,,0.0,2025,12
2025-12-11,,,,,,6.22,5.54,,0.0,2025,12
2025-12-18,,,,,,6.21,5.47,,0.0,2025,12
2025-12-24,,,,,,6.18,5.5,,0.0,2025,12
2025-12-31,,,,,,6.15,5.44,,0.0,2025,12
2026-01-08,,,,,,6.16,5.46,,0.0,2026,1
2026-01-15,,,,,,6.06,5.38,,0.0,2026,1
