date,cpi_all,cpi_core,cpi_food,cpi_energy,cpi_shelter,cpi_medical,cpi_transportation,cpi_apparel,core_pce,cpi_all_yoy,cpi_core_yoy,cpi_food_yoy,cpi_energy_yoy,cpi_shelter_yoy,cpi_medical_yoy,cpi_transportation_yoy,cpi_apparel_yoy,core_pce_yoy,year,month
2015-01-01,234.747,239.811,246.197,199.926,274.762,441.351,194.852,126.129,96.214,,,,,,,,,,2015,1
2015-02-01,235.342,240.172,246.495,203.021,275.47,441.101,197.087,125.96,96.324,,,,,,,,,,2015,2
2015-03-01,235.976,240.755,246.072,205.757,276.258,442.943,199.119,126.626,96.47,,,,,,,,,,2015,3
2015-04-01,236.222,241.346,246.002,203.577,277.003,445.822,198.636,126.39,96.648,,,,,,,,,,2015,4
2015-05-01,237.001,241.688,246.239,208.973,277.524,446.743,202.277,125.831,96.766,,,,,,,,,,2015,5
2015-06-01,237.657,242.064,246.937,212.015,278.284,446.33,203.86,125.51,96.882,,,,,,,,,,2015,6
2015-07-01,238.034,242.565,247.157,211.623,279.329,446.953,204.166,125.689,96.978,,,,,,,,,,2015,7
2015-08-01,238.033,242.817,247.742,208.579,279.921,446.612,202.609,126.166,97.056,,,,,,,,,,2015,8
2015-09-01,237.498,243.316,248.492,197.246,280.737,447.648,197.162,126.011,97.196,,,,,,,,,,2015,9
2015-10-01,237.733,243.768,248.755,195.616,281.429,450.681,196.445,125.323,97.228,,,,,,,,,,2015,10
2015-11-01,238.017,244.241,248.525,195.114,282.129,452.225,196.644,125.724,97.332,,,,,,,,,,2015,11
2015-12-01,237.761,244.547,248.206,190.143,282.779,452.732,194.728,126.042,97.396,,,,,,,,,,2015,12
2016-01-01,237.652,244.955,248.353,185.235,283.714,454.194,192.648,124.999,97.567,1.2375025026943876,2.145022538582464,0.8757214750789055,-7.3482188409711435,3.2580924582001902,2.9099288321539962,-1.1311148974606389,-0.8959081575212746,1.4062402560957699,2016,1
2016-02-01,237.336,245.51,248.606,176.401,284.502,456.922,188.784,125.898,97.736,0.8472775790126619,2.222573822094165,0.8564068236678102,-13.11194408460208,3.2787599375612597,3.586706899326919,-4.212860310421284,-0.0492219752302292,1.4658859681907055,2016,2
2016-03-01,238.08,245.913,248.029,182.234,285.122,457.723,191.583,125.843,97.876,0.8916160965521946,2.142426948557663,0.7952956858155336,-11.43241785212653,3.208594864221137,3.336772451534409,-3.784671477859969,-0.6183564196926339,1.4574479112677619,2016,3
2016-04-01,238.992,246.551,248.235,186.713,285.853,459.245,194.491,125.782,98.117,1.1726257503534843,2.156654761214183,0.9077161974292869,-8.283843459722862,3.194911246448595,3.0108428924548347,-2.086731508890627,-0.4810507160376676,1.5199486797450534,2016,4
2016-05-01,239.557,247.137,247.856,188.596,286.855,460.487,195.474,126.707,98.284,1.0784764621246223,2.2545595974976074,0.6566790800807354,-9.751020466758863,3.3622317349130126,3.0764891671497985,-3.3632098557918044,0.6961718495442248,1.5687328193787042,2016,5
2016-06-01,240.222,247.54,247.683,192.899,287.819,462.09,197.236,126.276,98.386,1.0792865347959424,2.2622116465067066,0.3021013456873556,-9.01634318326533,3.426355809173365,3.5310196491385337,-3.2492887275581417,0.6103099354632935,1.5524039553270974,2016,6
