date,cpi_all,cpi_core,cpi_food,cpi_energy,cpi_shelter,cpi_medical,cpi_transportation,cpi_apparel,core_pce,cpi_all_yoy,cpi_core_yoy,cpi_food_yoy,cpi_energy_yoy,cpi_shelter_yoy,cpi_medical_yoy,cpi_transportation_yoy,cpi_apparel_yoy,core_pce_yoy,year,month
2016-07-01,240.101,247.829,247.658,189.046,288.524,464.439,194.654,125.881,98.529,0.8683633430518256,2.1701399624842965,0.2027051631149357,-10.668500115771916,3.291817176161449,3.9122681803232195,-4.658953988421189,0.15275799791549804,1.5993318072140106,2016,7
2016-08-01,240.545,248.423,247.746,188.772,289.367,469.02,194.205,126.148,98.703,1.0553158595656864,2.3087345614186683,0.0016145829128788591,-9.496162125621478,3.3745235262806483,5.01733047925268,-4.147890764970952,-0.014266918187155753,1.6969584569733076,2016,8
2016-09-01,241.176,248.842,247.772,192.243,290.369,469.816,195.762,125.914,98.834,1.5486446201652182,2.271120682569183,-0.2897477584791419,-2.536426594202168,3.430969198929956,4.952105225534331,-0.710075978129665,-0.0769774067343243,1.6852545372237682,2016,9
2016-10-01,241.741,249.142,247.812,195.979,291.378,469.749,197.151,126.521,98.961,1.685924966243646,2.2045551507991146,-0.37908785753049123,0.18556764272861237,3.535172281463539,4.230930525138632,0.35938812390237107,0.9559298771973257,1.7824083597317797,2016,10
2016-11-01,242.026,249.481,247.741,196.372,292.227,469.914,197.331,126.605,99.005,1.6843334719788938,2.1454219398053587,-0.31546122120510445,0.6447512736144079,3.5792137639165,3.911548454862057,0.3493622993836487,0.7007413063536028,1.7188591624542893,2016,11
2016-12-01,242.637,249.92,247.725,199.513,293.066,470.539,199.146,126.185,99.12,2.0507989115119862,2.197123661300271,-0.19379064164444237,4.927870076731722,3.637823176402777,3.9332320224768624,2.2688057187461474,0.1134542454102716,1.770093227647962,2016,12
2017-01-01,243.618,250.467,248.065,205.369,293.769,471.484,202.082,126.044,99.385,2.5103933482571117,2.2502092221020176,-0.11596397063856623,10.86943612168325,3.5440619779073312,3.806743373976751,4.897014243594544,0.8360066880535033,1.863334939067518,2017,1
2017-02-01,244.006,250.998,248.735,204.133,294.543,473.139,201.566,126.058,99.561,2.8103616813294208,2.2353468290497336,0.05188933493158743,15.720999314062833,3.5293249256595827,3.549183449253923,6.770700906856519,0.12708700694212816,1.867275108455435,2017,2
2017-03-01,243.892,250.944,249.244,202.528,295.012,473.685,201.165,126.397,99.519,2.44119623655914,2.045845481938735,0.4898620725802161,11.136231438699685,3.4686905956046843,3.4872619466358445,5.0014876058940505,0.4402310815857957,1.6786546242183897,2017,3
2017-04-01,244.193,251.227,249.589,202.954,295.741,473.007,200.904,126.301,99.723,2.176223471915395,1.8965650108902388,0.545450883235632,8.698376652937934,3.4591205969501715,2.996657557512883,3.297324811945024,0.4126186576775659,1.6368213459441172,2017,4
2017-05-01,244.004,251.43,249.972,198.449,296.461,472.981,198.623,125.651,99.803,1.8563431667619756,1.7370931912259246,0.8537215157188083,5.224395003075366,3.3487301946976578,2.7132144881397258,1.610955932758329,-0.8334188324244152,1.545521142810613,2017,5
2017-06-01,244.163,251.746,249.77,197.808,297.215,474.492,198.062,125.508,99.937,1.640565809959127,1.6991193342490218,0.8426093030204029,2.544855079601227,3.2645516800489105,2.6838927481659614,0.4187876452574679,-0.6081915803478055,1.5764438029800987,2017,6
2017-07-01,244.243,251.985,250.185,195.994,297.676,476.279,196.903,125.368,100.01,1.7251073506566073,1.6769627444729984,1.020358720493597,3.6752959597135204,3.1720064881950893,2.5493121809322616,1.1553833982348216,-0.4075277444570702,1.5031107592688553,2017,7
